date,manufacturer,distributor,retailer,retailer_state,quantity,manufacturer_enc,distributor_enc,retailer_enc,retailer_state_enc,tx_freq_per_pair,vol_concentration,month,year,day_of_week
2008-07-08,SANDOZ INC,AMERISOURCEBERGEN DRUG CORP,MEDICO PHARMACY #8971 (LA),LA,441,15,0,1143,17,3,0.0104,7,2008,1
2012-07-02,CADISTA PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,QUALITY CARE PHARMACY #7120 (DE),DE,1871,3,0,1441,7,2,0.2003,7,2012,0
2011-04-11,ABBOTT LABORATORIES,NATIONAL WHOLESALE DRUG CO INC,SUNRISE PHARMACY #8999 (NC),NC,111,0,15,1648,26,10,0.0628,4,2011,0
2013-12-20,AMNEAL PHARMACEUTICALS LLC,SMITH DRUG COMPANY,GOOD NEIGHBOR PHARMACY #8685 (FL),FL,80,2,18,498,8,1,0.0062,12,2013,4
2007-11-19,PAR PHARMACEUTICAL INC,GULF COAST MEDICAL SUPPLY,VILLAGE PHARMACY #7454 (PA),PA,463,11,7,1741,37,3,0.0479,11,2007,0
2009-03-03,ABBOTT LABORATORIES,PENN PHARMACEUTICAL SERVICES INC,CORNER DRUG STORE #9661 (KY),KY,72,0,16,190,16,5,0.013,3,2009,1
2012-10-15,PAR PHARMACEUTICAL INC,CARDINAL HEALTH INC,COMMUNITY PHARMACY #3782 (NC),NC,83,11,4,26,26,5,0.0116,10,2012,0
2010-05-20,RHODES TECHNOLOGIES,GULF COAST MEDICAL SUPPLY,COMMUNITY PHARMACY #9484 (NV),NV,1756,14,7,92,32,1,0.0559,5,2010,3
2012-08-05,PURDUE PHARMA LP,HENRY SCHEIN INC,MEDICO PHARMACY #9557 (OH),OH,293,12,9,1153,34,2,0.0536,8,2012,6
2007-05-31,ACTAVIS PHARMA INC,PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #5079 (LA),LA,513,1,16,1925,17,4,0.1188,5,2007,3
2012-06-19,HIKMA PHARMACEUTICALS,VALUEDRUGCO,MAIN STREET PHARMACY #6528 (OH),OH,394,5,19,1007,34,6,0.0186,6,2012,1
2007-09-22,SANDOZ INC,MCKESSON CORPORATION,QUALITY CARE PHARMACY #6847 (WV),WV,502,15,12,1433,48,6,0.047,9,2007,5
2010-09-02,ENDO PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,MAIN STREET PHARMACY #9550 (WV),WV,949,4,17,1049,48,3,0.046,9,2010,3
2013-04-18,QUALITEST PHARMACEUTICALS,PRESCRIPTION SUPPLY INC,FAMILY CARE PHARMACY #3398 (KY),KY,1359,13,17,337,16,5,0.0557,4,2013,3
2012-06-17,PURDUE PHARMA LP,SMITH DRUG COMPANY,HOMETOWN PHARMACY #3804 (KY),KY,417,12,18,758,16,11,0.0184,6,2012,6
2012-08-18,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,PEOPLES PHARMACY #8932 (PA),PA,118,2,13,1269,37,3,0.0543,8,2012,5
2011-06-10,SUN PHARMA GLOBAL INC,CARDINAL HEALTH INC,QUALITY CARE PHARMACY #4381 (CO),CO,353,16,4,1392,5,2,0.0784,6,2011,4
2009-09-26,RHODES TECHNOLOGIES,HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #1358 (IN),IN,20,14,8,941,14,5,0.0059,9,2009,5
2011-06-16,WATSON LABORATORIES INC,KEYSOURCE MEDICAL INC,CORNER DRUG STORE #4739 (MI),MI,939,19,10,137,21,3,0.0602,6,2011,3
2012-12-02,ABBOTT LABORATORIES,HD SMITH WHOLESALE DRUG CO,FAMILY CARE PHARMACY #5952 (MI),MI,264,0,8,372,21,4,0.0159,12,2012,6
2009-05-20,AMNEAL PHARMACEUTICALS LLC,DIRECT RX,HARRIS TEETER PHARMACY #5904 (ID),ID,268,2,6,572,12,2,0.0502,5,2009,2
2008-11-03,PURDUE PHARMA LP,DIRECT RX,HOMETOWN PHARMACY #3804 (KY),KY,136,12,6,758,16,11,0.0247,11,2008,0
2012-04-05,AMNEAL PHARMACEUTICALS LLC,AMERISOURCEBERGEN DRUG CORP,PUBLIX PHARMACY #4110 (AL),AL,16,2,0,1313,1,1,0.3363,4,2012,3
2010-08-22,VINTAGE PHARMACEUTICALS LLC,PRESCRIPTION SUPPLY INC,QUALITY CARE PHARMACY #6874 (MI),MI,10,18,17,1435,21,4,0.0098,8,2010,6
2010-04-16,ABBOTT LABORATORIES,DAKOTA DRUG INC,QUALITY CARE PHARMACY #3338 (WV),WV,2049,0,5,1379,48,7,0.0319,4,2010,4
2009-03-07,CADISTA PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,MAIN STREET PHARMACY #2208 (PA),PA,581,3,17,952,37,6,0.0286,3,2009,5
2011-07-06,HIKMA PHARMACEUTICALS,MCKESSON CORPORATION,FAMILY CARE PHARMACY #3467 (KY),KY,52,5,12,339,16,2,0.0012,7,2011,2
2012-07-02,TEVA PHARMACEUTICALS USA INC,VALUEDRUGCO,WALMART PHARMACY #5415 (IA),IA,37,17,19,1929,11,1,0.0053,7,2012,0
2011-07-15,VINTAGE PHARMACEUTICALS LLC,ANDA INC,RITE AID #7159 (DE),DE,589,18,1,1537,7,1,0.1215,7,2011,4
2012-08-31,VINTAGE PHARMACEUTICALS LLC,MCKESSON CORPORATION,SUNRISE PHARMACY #8787 (TN),TN,256,18,12,1644,41,2,0.0399,8,2012,4
2013-02-07,MALLINCKRODT LLC,BURLINGTON DRUG COMPANY INC,WALGREENS #7469 (WV),WV,132,9,3,1852,48,4,0.0495,2,2013,3
2008-08-17,ENDO PHARMACEUTICALS INC,KINRAY LLC,VILLAGE PHARMACY #1474 (RI),RI,79,4,11,1668,38,2,0.2285,8,2008,6
2009-08-17,LANNETT COMPANY INC,KEYSOURCE MEDICAL INC,WALGREENS #6014 (MI),MI,68,8,10,1833,21,3,0.0045,8,2009,0
2013-10-27,VINTAGE PHARMACEUTICALS LLC,DAKOTA DRUG INC,VILLAGE PHARMACY #5653 (NH),NH,350,18,5,1723,29,2,0.0431,10,2013,6
2011-01-12,MYLAN PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,CVS PHARMACY #5523 (NC),NC,1193,10,10,253,26,8,0.0287,1,2011,2
2010-02-04,VINTAGE PHARMACEUTICALS LLC,MORRIS & DICKSON CO LLC,HEALTH MART PHARMACY #8084 (WA),WA,336,18,14,700,46,1,0.0068,2,2010,3
2009-01-08,ENDO PHARMACEUTICALS INC,KINRAY LLC,HOMETOWN PHARMACY #9646 (TN),TN,68,4,11,829,41,5,0.0195,1,2009,3
2010-01-14,SUN PHARMA GLOBAL INC,BELLCO DRUG CORP,MEDICO PHARMACY #9557 (OH),OH,85,16,2,1153,34,3,0.0849,1,2010,3
2014-06-04,TEVA PHARMACEUTICALS USA INC,BELLCO DRUG CORP,MEDICO PHARMACY #5021 (MT),MT,91,17,2,1097,25,2,0.0203,6,2014,2
2010-09-30,LANNETT COMPANY INC,PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #2660 (NC),NC,57,8,16,1190,26,9,0.0113,9,2010,3
2010-08-16,IMPAX LABORATORIES INC,PENN PHARMACEUTICAL SERVICES INC,WALGREENS #6014 (MI),MI,1028,6,16,1833,21,4,0.023,8,2010,0
2014-03-15,ACTAVIS PHARMA INC,PENN PHARMACEUTICAL SERVICES INC,GOOD NEIGHBOR PHARMACY #7166 (WA),WA,1284,1,16,481,46,1,0.4382,3,2014,5
2009-04-19,JANSSEN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,RITE AID #3349 (TN),TN,193,7,14,1501,41,3,0.0068,4,2009,6
2012-05-13,LANNETT COMPANY INC,HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #9832 (OH),OH,702,8,8,1053,34,6,0.0251,5,2012,6
2011-12-05,MYLAN PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #6085 (IN),IN,444,10,16,261,14,2,0.0445,12,2011,0
2012-05-30,IMPAX LABORATORIES INC,SMITH DRUG COMPANY,QUALITY CARE PHARMACY #3338 (WV),WV,2788,6,18,1379,48,8,0.0578,5,2012,2
2013-05-23,RHODES TECHNOLOGIES,DAKOTA DRUG INC,PUBLIX PHARMACY #1528 (VA),VA,217,14,5,1283,44,4,0.2057,5,2013,3
2013-07-16,ABBOTT LABORATORIES,MIAMI-LUKEN INC,HARRIS TEETER PHARMACY #4474 (IN),IN,65,0,13,558,14,6,0.0009,7,2013,1
2011-05-01,RHODES TECHNOLOGIES,KINRAY LLC,RITE AID #9980 (ME),ME,168,14,11,1568,20,1,0.0462,5,2011,6
2011-01-16,ACTAVIS PHARMA INC,DIRECT RX,COMMUNITY PHARMACY #1898 (TN),TN,199,1,6,4,41,2,0.051,1,2011,6
2012-01-19,ACTAVIS PHARMA INC,HD SMITH WHOLESALE DRUG CO,PEOPLES PHARMACY #6878 (MD),MD,36,1,8,1249,19,1,0.0208,1,2012,3
2010-09-12,JANSSEN PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,WINN-DIXIE PHARMACY #6720 (AR),AR,156,7,17,2050,2,1,0.017,9,2010,6
2011-02-06,JANSSEN PHARMACEUTICALS INC,MCKESSON CORPORATION,QUALITY CARE PHARMACY #3730 (WA),WA,664,7,12,1386,46,1,0.0881,2,2011,6
2013-11-28,IMPAX LABORATORIES INC,BELLCO DRUG CORP,CORNER DRUG STORE #2997 (IN),IN,272,6,2,118,14,2,0.0731,11,2013,3
2010-12-12,ACTAVIS PHARMA INC,SMITH DRUG COMPANY,WALGREENS #1949 (IN),IN,313,1,18,1781,14,1,0.0137,12,2010,6
2014-02-05,PAR PHARMACEUTICAL INC,DAKOTA DRUG INC,SUNRISE PHARMACY #5914 (NJ),NJ,66,11,5,1611,30,2,0.6982,2,2014,2
2013-05-14,CADISTA PHARMACEUTICALS INC,ANDA INC,KROGER PHARMACY #1393 (OH),OH,92,3,1,836,34,5,0.092,5,2013,1
2011-02-18,RHODES TECHNOLOGIES,SMITH DRUG COMPANY,MAIN STREET PHARMACY #9832 (OH),OH,105,14,18,1053,34,3,0.0788,2,2011,4
2009-01-11,WATSON LABORATORIES INC,DAKOTA DRUG INC,PEOPLES PHARMACY #3726 (IN),IN,836,19,5,1205,14,3,0.0545,1,2009,6
2014-03-28,AMNEAL PHARMACEUTICALS LLC,CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #7362 (HI),HI,494,2,4,2056,10,1,0.2215,3,2014,4
2013-02-12,RHODES TECHNOLOGIES,PENN PHARMACEUTICAL SERVICES INC,CORNER DRUG STORE #1453 (OH),OH,18,14,16,102,34,2,0.0004,2,2013,1
2010-01-18,CADISTA PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,RITE AID #8832 (DE),DE,133,3,0,1547,7,1,0.1013,1,2010,0
2011-12-25,MALLINCKRODT LLC,PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #9550 (WV),WV,536,9,16,1049,48,7,0.1144,12,2011,6
2011-05-01,QUALITEST PHARMACEUTICALS,PENN PHARMACEUTICAL SERVICES INC,SUNRISE PHARMACY #8545 (UT),UT,159,13,16,1641,43,1,0.1472,5,2011,6
2011-12-25,ACTAVIS PHARMA INC,PENN PHARMACEUTICAL SERVICES INC,COMMUNITY PHARMACY #7816 (UT),UT,346,1,16,73,43,2,0.0075,12,2011,6
2014-01-30,ABBOTT LABORATORIES,MCKESSON CORPORATION,CORNER DRUG STORE #4271 (CA),CA,119,0,12,133,4,3,0.0676,1,2014,3
2013-05-08,SUN PHARMA GLOBAL INC,SMITH DRUG COMPANY,HARRIS TEETER PHARMACY #9396 (VA),VA,113,16,18,617,44,3,0.0079,5,2013,2
2009-06-28,CADISTA PHARMACEUTICALS INC,HENRY SCHEIN INC,MEDICO PHARMACY #6767 (NC),NC,3084,3,9,1115,26,8,0.0821,6,2009,6
2008-12-03,JANSSEN PHARMACEUTICALS INC,DIRECT RX,FAMILY CARE PHARMACY #5152 (MI),MI,168,7,6,363,21,4,0.0279,12,2008,2
2010-04-13,TEVA PHARMACEUTICALS USA INC,HENRY SCHEIN INC,HEALTH MART PHARMACY #8336 (NE),NE,57,17,9,704,28,1,0.0219,4,2010,1
2009-08-15,MYLAN PHARMACEUTICALS INC,VALUEDRUGCO,CORNER DRUG STORE #8519 (AK),AK,367,10,19,179,0,1,0.1074,8,2009,5
2010-08-05,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,PEOPLES PHARMACY #5221 (KS),KS,225,6,13,1229,15,2,0.0327,8,2010,3
2009-07-06,HIKMA PHARMACEUTICALS,CARDINAL HEALTH INC,WALMART PHARMACY #8865 (HI),HI,78,5,4,1968,10,1,0.0218,7,2009,0
2010-02-12,PURDUE PHARMA LP,GULF COAST MEDICAL SUPPLY,COMMUNITY PHARMACY #3782 (NC),NC,314,12,7,26,26,5,0.0187,2,2010,4
2014-01-18,CADISTA PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,HARRIS TEETER PHARMACY #1893 (LA),LA,594,3,17,525,17,4,0.0297,1,2014,5
2008-11-02,QUALITEST PHARMACEUTICALS,CARDINAL HEALTH INC,COMMUNITY PHARMACY #4828 (AR),AR,603,13,4,42,2,1,0.0265,11,2008,6
2014-05-29,WATSON LABORATORIES INC,ANDA INC,CORNER DRUG STORE #1213 (TN),TN,245,19,1,98,41,6,0.032,5,2014,3
2010-10-29,PAR PHARMACEUTICAL INC,SMITH DRUG COMPANY,PEOPLES PHARMACY #4297 (TN),TN,157,11,18,1214,41,6,0.0068,10,2010,4
2012-07-28,AMNEAL PHARMACEUTICALS LLC,KINRAY LLC,GOOD NEIGHBOR PHARMACY #1784 (PA),PA,1058,2,11,411,37,4,0.081,7,2012,5
2014-02-12,ENDO PHARMACEUTICALS INC,DIRECT RX,WALMART PHARMACY #4084 (VA),VA,334,4,6,1919,44,3,0.0131,2,2014,2
2011-07-03,QUALITEST PHARMACEUTICALS,MIAMI-LUKEN INC,HEALTH MART PHARMACY #6716 (UT),UT,193,13,13,683,43,2,0.0073,7,2011,6
2012-02-25,PAR PHARMACEUTICAL INC,AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #4198 (PA),PA,447,11,0,980,37,7,0.0283,2,2012,5
2013-03-31,AMNEAL PHARMACEUTICALS LLC,NATIONAL WHOLESALE DRUG CO INC,QUALITY CARE PHARMACY #6874 (MI),MI,297,2,15,1435,21,5,0.0149,3,2013,6
2007-07-02,VINTAGE PHARMACEUTICALS LLC,HENRY SCHEIN INC,COMMUNITY PHARMACY #4559 (VT),VT,1041,18,9,38,45,1,0.4007,7,2007,0
2011-03-07,ENDO PHARMACEUTICALS INC,CARDINAL HEALTH INC,MEDICO PHARMACY #2927 (MI),MI,90,4,4,1075,21,6,0.0029,3,2011,0
2007-05-07,PURDUE PHARMA LP,HD SMITH WHOLESALE DRUG CO,COMMUNITY PHARMACY #1898 (TN),TN,57,12,8,4,41,4,0.0301,5,2007,0
2010-05-26,ENDO PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,WINN-DIXIE PHARMACY #2880 (MI),MI,20000,4,17,2004,21,8,0.1802,5,2010,2
2010-08-16,LANNETT COMPANY INC,BELLCO DRUG CORP,MAIN STREET PHARMACY #6958 (DE),DE,297,8,2,1014,7,1,0.0121,8,2010,0
2011-08-28,RHODES TECHNOLOGIES,VALUEDRUGCO,MAIN STREET PHARMACY #7155 (VT),VT,1002,14,19,1017,45,1,0.1157,8,2011,6
2012-03-24,SUN PHARMA GLOBAL INC,SMITH DRUG COMPANY,HARRIS TEETER PHARMACY #3473 (WV),WV,608,16,18,542,48,5,0.0141,3,2012,5
2009-10-18,IMPAX LABORATORIES INC,DAKOTA DRUG INC,FAMILY CARE PHARMACY #3203 (KY),KY,21,6,5,336,16,8,0.0217,10,2009,6
2009-10-05,VINTAGE PHARMACEUTICALS LLC,CARDINAL HEALTH INC,PUBLIX PHARMACY #8639 (OH),OH,56,18,4,1351,34,6,0.0044,10,2009,0
2010-12-13,SANDOZ INC,MCKESSON CORPORATION,PUBLIX PHARMACY #6343 (IN),IN,47,15,12,1334,14,3,0.026,12,2010,0
2014-01-12,IMPAX LABORATORIES INC,HENRY SCHEIN INC,KROGER PHARMACY #1497 (PA),PA,31,6,9,837,37,4,0.2804,1,2014,6
2012-09-15,VINTAGE PHARMACEUTICALS LLC,KEYSOURCE MEDICAL INC,WALMART PHARMACY #6240 (NC),NC,82,18,10,1940,26,7,0.1119,9,2012,5
2012-02-06,AMNEAL PHARMACEUTICALS LLC,KINRAY LLC,HEALTH MART PHARMACY #5260 (PA),PA,883,2,11,668,37,3,0.0115,2,2012,0
2008-09-09,QUALITEST PHARMACEUTICALS,KINRAY LLC,MAIN STREET PHARMACY #4501 (WV),WV,123,13,11,986,48,5,0.0192,9,2008,1
2010-07-22,ACTAVIS PHARMA INC,HENRY SCHEIN INC,VILLAGE PHARMACY #5864 (MD),MD,355,1,9,1726,19,2,0.0869,7,2010,3
2013-11-29,SANDOZ INC,ANDA INC,COMMUNITY PHARMACY #9436 (WV),WV,325,15,1,91,48,5,0.0187,11,2013,4
2011-10-31,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,CVS PHARMACY #3850 (FL),FL,222,2,13,235,8,3,0.1005,10,2011,0
2010-03-13,ENDO PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,KROGER PHARMACY #2636 (VA),VA,91,4,15,848,44,2,0.0784,3,2010,5
2010-10-01,RHODES TECHNOLOGIES,MCKESSON CORPORATION,CVS PHARMACY #2791 (WI),WI,52,14,12,220,47,3,0.0092,10,2010,4
2010-04-08,IMPAX LABORATORIES INC,HD SMITH WHOLESALE DRUG CO,CVS PHARMACY #2408 (IN),IN,144,6,8,215,14,3,0.0131,4,2010,3
2008-02-07,LANNETT COMPANY INC,GULF COAST MEDICAL SUPPLY,FAMILY CARE PHARMACY #9427 (IN),IN,652,8,7,402,14,4,0.0356,2,2008,3
2011-03-22,MALLINCKRODT LLC,BELLCO DRUG CORP,PEOPLES PHARMACY #2021 (TN),TN,120,9,2,1183,41,3,0.022,3,2011,1
2013-08-08,SUN PHARMA GLOBAL INC,CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #1912 (OH),OH,20000,16,4,1994,34,1,0.6047,8,2013,3
2009-03-19,HIKMA PHARMACEUTICALS,KEYSOURCE MEDICAL INC,MEDICO PHARMACY #7839 (AR),AR,619,5,10,1131,2,1,0.2032,3,2009,3
2012-07-24,VINTAGE PHARMACEUTICALS LLC,MCKESSON CORPORATION,MAIN STREET PHARMACY #7581 (LA),LA,45,18,12,1024,17,2,0.3313,7,2012,1
2011-01-28,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,HARRIS TEETER PHARMACY #7348 (TN),TN,163,3,13,595,41,3,0.3581,1,2011,4
2011-10-23,LANNETT COMPANY INC,HD SMITH WHOLESALE DRUG CO,FAMILY CARE PHARMACY #6098 (NV),NV,244,8,8,375,32,1,0.1516,10,2011,6
2012-06-12,WATSON LABORATORIES INC,ANDA INC,VILLAGE PHARMACY #8234 (IN),IN,99,19,1,1748,14,4,0.0035,6,2012,1
2011-08-13,TEVA PHARMACEUTICALS USA INC,BURLINGTON DRUG COMPANY INC,RITE AID #9322 (LA),LA,499,17,3,1559,17,3,0.0217,8,2011,5
2011-05-15,PAR PHARMACEUTICAL INC,SMITH DRUG COMPANY,VILLAGE PHARMACY #2822 (WV),WV,820,11,18,1687,48,8,0.0414,5,2011,6
2012-06-26,HIKMA PHARMACEUTICALS,ANDA INC,WALGREENS #6633 (WY),WY,429,5,1,1843,49,1,0.1169,6,2012,1
2010-07-10,SANDOZ INC,CARDINAL HEALTH INC,SUNRISE PHARMACY #6637 (LA),LA,3390,15,4,1621,17,9,0.0522,7,2010,5
2013-12-05,WATSON LABORATORIES INC,NATIONAL WHOLESALE DRUG CO INC,SUNRISE PHARMACY #8787 (TN),TN,20000,19,15,1644,41,3,0.2806,12,2013,3
2012-09-30,VINTAGE PHARMACEUTICALS LLC,MORRIS & DICKSON CO LLC,WALGREENS #6656 (TN),TN,1536,18,14,1844,41,4,0.0742,9,2012,6
2011-01-13,RHODES TECHNOLOGIES,DAKOTA DRUG INC,MAIN STREET PHARMACY #9148 (LA),LA,61,14,5,1045,17,3,0.0542,1,2011,3
2010-03-18,CADISTA PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,GOOD NEIGHBOR PHARMACY #5220 (IA),IA,106,3,0,445,11,2,0.1289,3,2010,3
2012-02-18,CADISTA PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,PUBLIX PHARMACY #1697 (MI),MI,473,3,0,1285,21,4,0.0236,2,2012,5
2013-11-26,ABBOTT LABORATORIES,MIAMI-LUKEN INC,CORNER DRUG STORE #1213 (TN),TN,545,0,13,98,41,7,0.2339,11,2013,1
2013-05-01,VINTAGE PHARMACEUTICALS LLC,MIAMI-LUKEN INC,WALGREENS #3100 (IN),IN,412,18,13,1794,14,8,0.0133,5,2013,2
2012-11-16,ABBOTT LABORATORIES,CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #2844 (IL),IL,144,0,4,2002,13,4,0.0048,11,2012,4
2009-09-20,PURDUE PHARMA LP,BELLCO DRUG CORP,MAIN STREET PHARMACY #9550 (WV),WV,11,12,2,1049,48,10,0.0061,9,2009,6
2014-03-04,MYLAN PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,WALMART PHARMACY #1339 (NC),NC,326,10,17,1888,26,5,0.03,3,2014,1
2011-08-23,PAR PHARMACEUTICAL INC,PENN PHARMACEUTICAL SERVICES INC,COMMUNITY PHARMACY #8260 (MI),MI,100,11,16,81,21,3,0.1262,8,2011,1
2011-05-28,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,CORNER DRUG STORE #6039 (NH),NH,151,17,13,149,29,1,0.0312,5,2011,5
2011-05-11,HIKMA PHARMACEUTICALS,MIAMI-LUKEN INC,VILLAGE PHARMACY #8618 (LA),LA,52,5,13,1753,17,4,0.1797,5,2011,2
2012-04-11,CADISTA PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,HEALTH MART PHARMACY #5181 (MI),MI,34,3,14,666,21,5,0.0414,4,2012,2
2013-09-27,WATSON LABORATORIES INC,CARDINAL HEALTH INC,COMMUNITY PHARMACY #1653 (HI),HI,57,19,4,2,10,1,0.0179,9,2013,4
2011-01-20,IMPAX LABORATORIES INC,VALUEDRUGCO,HARRIS TEETER PHARMACY #6503 (MO),MO,19,6,19,584,23,1,0.0008,1,2011,3
2010-08-04,PAR PHARMACEUTICAL INC,CARDINAL HEALTH INC,CORNER DRUG STORE #6200 (PA),PA,250,11,4,151,37,3,0.0184,8,2010,2
2014-04-20,CADISTA PHARMACEUTICALS INC,MCKESSON CORPORATION,PEOPLES PHARMACY #8170 (VA),VA,491,3,12,1263,44,2,0.0311,4,2014,6
2013-03-08,SUN PHARMA GLOBAL INC,MCKESSON CORPORATION,HEALTH MART PHARMACY #4409 (OH),OH,362,16,12,654,34,5,0.106,3,2013,4
2009-03-20,QUALITEST PHARMACEUTICALS,HENRY SCHEIN INC,WALGREENS #2338 (MS),MS,282,13,9,1783,24,1,0.1477,3,2009,4
2013-05-25,WATSON LABORATORIES INC,SMITH DRUG COMPANY,WALGREENS #7900 (VA),VA,454,19,18,1859,44,3,0.1139,5,2013,5
2014-04-29,PURDUE PHARMA LP,CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #6542 (IL),IL,289,12,4,2044,13,1,0.0871,4,2014,1
2014-02-11,JANSSEN PHARMACEUTICALS INC,HENRY SCHEIN INC,FAMILY CARE PHARMACY #3933 (MO),MO,693,7,9,344,23,1,0.3889,2,2014,1
2011-11-21,TEVA PHARMACEUTICALS USA INC,PRESCRIPTION SUPPLY INC,SUNRISE PHARMACY #7702 (NC),NC,389,17,17,1631,26,7,0.0291,11,2011,0
2008-12-07,MALLINCKRODT LLC,HENRY SCHEIN INC,FAMILY CARE PHARMACY #4130 (TN),TN,80,9,9,349,41,2,0.068,12,2008,6
2014-05-01,VINTAGE PHARMACEUTICALS LLC,MCKESSON CORPORATION,SUNRISE PHARMACY #6784 (TN),TN,70,18,12,1622,41,3,0.0886,5,2014,3
2009-02-19,PURDUE PHARMA LP,PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #8430 (SD),SD,138,12,16,1964,40,1,0.1226,2,2009,3
2011-02-22,TEVA PHARMACEUTICALS USA INC,HD SMITH WHOLESALE DRUG CO,COMMUNITY PHARMACY #8260 (MI),MI,1942,17,8,81,21,3,0.1983,2,2011,1
2013-08-05,IMPAX LABORATORIES INC,VALUEDRUGCO,HARRIS TEETER PHARMACY #4306 (PA),PA,57,6,19,553,37,5,0.0217,8,2013,0
2011-08-05,AMNEAL PHARMACEUTICALS LLC,DAKOTA DRUG INC,VILLAGE PHARMACY #4422 (MS),MS,435,2,5,1711,24,1,0.0607,8,2011,4
2009-11-06,AMNEAL PHARMACEUTICALS LLC,DIRECT RX,CVS PHARMACY #6755 (TN),TN,585,2,6,266,41,4,0.013,11,2009,4
2011-10-31,HIKMA PHARMACEUTICALS,ANDA INC,PUBLIX PHARMACY #5706 (MT),MT,79,5,1,1330,25,1,0.4487,10,2011,0
2013-08-20,SANDOZ INC,CARDINAL HEALTH INC,KROGER PHARMACY #9348 (RI),RI,10,15,4,930,38,2,0.001,8,2013,1
2013-07-26,AMNEAL PHARMACEUTICALS LLC,BELLCO DRUG CORP,MAIN STREET PHARMACY #5473 (OH),OH,70,2,2,995,34,3,0.348,7,2013,4
2012-06-29,CADISTA PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,CORNER DRUG STORE #3604 (VA),VA,77,3,16,127,44,2,0.0134,6,2012,4
2012-03-14,AMNEAL PHARMACEUTICALS LLC,HD SMITH WHOLESALE DRUG CO,MEDICO PHARMACY #5822 (TN),TN,1134,2,8,1102,41,5,0.0599,3,2012,2
2013-02-05,AMNEAL PHARMACEUTICALS LLC,CARDINAL HEALTH INC,MEDICO PHARMACY #5137 (MN),MN,51,2,4,1098,22,1,0.0023,2,2013,1
2011-10-29,SANDOZ INC,CARDINAL HEALTH INC,CVS PHARMACY #6761 (LA),LA,232,15,4,267,17,3,0.0357,10,2011,5
2010-02-19,LANNETT COMPANY INC,PRESCRIPTION SUPPLY INC,HEALTH MART PHARMACY #7444 (AK),AK,196,8,17,694,0,1,0.0361,2,2010,4
2009-04-14,WATSON LABORATORIES INC,HENRY SCHEIN INC,RITE AID #6858 (AK),AK,200,19,9,1533,0,2,0.0506,4,2009,1
2010-05-17,MALLINCKRODT LLC,MIAMI-LUKEN INC,RITE AID #3210 (VA),VA,187,9,13,1500,44,1,0.0314,5,2010,0
2012-11-25,HIKMA PHARMACEUTICALS,BELLCO DRUG CORP,MEDICO PHARMACY #4307 (LA),LA,173,5,2,1087,17,3,0.0312,11,2012,6
2010-07-17,MALLINCKRODT LLC,KEYSOURCE MEDICAL INC,VILLAGE PHARMACY #1999 (AZ),AZ,1069,9,10,1675,3,1,0.2888,7,2010,5
2009-06-29,HIKMA PHARMACEUTICALS,HD SMITH WHOLESALE DRUG CO,GOOD NEIGHBOR PHARMACY #5937 (WY),WY,250,5,8,459,49,1,0.0383,6,2009,0
2010-11-16,SUN PHARMA GLOBAL INC,KEYSOURCE MEDICAL INC,WALMART PHARMACY #2083 (MI),MI,302,16,10,1898,21,3,0.0085,11,2010,1
2012-12-28,QUALITEST PHARMACEUTICALS,SMITH DRUG COMPANY,CVS PHARMACY #7762 (OK),OK,175,13,18,282,35,1,0.0332,12,2012,4
